family,family_idx,variant,variant_idx,organism,title_keyword,accession,length,defline,fasta_path,note,isolate_idx,fold
Flaviviridae,1,Dengue-4,3,Dengue virus 4,,3101597490,10649,"PX480443.1 Dengue virus type 4 isolate D19-1286, complete genome",data/refs/Flaviviridae/Dengue-4/isolate_8.fasta,,8,3
Flaviviridae,1,Dengue-4,3,Dengue virus 4,,3101597488,10649,"PX480442.1 Dengue virus type 4 isolate D18-2040, complete genome",data/refs/Flaviviridae/Dengue-4/isolate_9.fasta,,9,4
Flaviviridae,1,Zika,4,Zika virus,,226377833,10794,"NC_012532.1 Zika virus strain MR 766, complete genome",data/refs/Flaviviridae/Zika/isolate_0.fasta,,0,0
Flaviviridae,1,Zika,4,Zika virus,,1245709111,10808,"NC_035889.1 Zika virus isolate ZIKV/H. sapiens/Brazil/Natal/2015, complete genome",data/refs/Flaviviridae/Zika/isolate_1.fasta,,1,1
Flaviviridae,1,Zika,4,Zika virus,,2894813785,10272,"PV012995.1 Zika virus isolate ZKA-24-021 polyprotein (POLY) gene, complete cds",data/refs/Flaviviridae/Zika/isolate_2.fasta,,2,2
Flaviviridae,1,Zika,4,Zika virus,,2894813783,10272,"PV012994.1 Zika virus isolate ZKA-23-012 polyprotein (POLY) gene, complete cds",data/refs/Flaviviridae/Zika/isolate_3.fasta,,3,3
Flaviviridae,1,Zika,4,Zika virus,,3332198478,10744,PX404510.1 MAG: Zika virus isolate ZIKV/human/HON/36ARB0134/2016 genomic sequence,data/refs/Flaviviridae/Zika/isolate_4.fasta,,4,4
Flaviviridae,1,Zika,4,Zika virus,,3332198463,10645,PX404503.1 MAG: Zika virus isolate ZIKV/human/HON/36ARB0132/2016 genomic sequence,data/refs/Flaviviridae/Zika/isolate_5.fasta,,5,0
Flaviviridae,1,Zika,4,Zika virus,,3332198461,10856,PX404502.1 MAG: Zika virus isolate ZIKV/human/HON/36ARB0104/2016 genomic sequence,data/refs/Flaviviridae/Zika/isolate_6.fasta,,6,1
Flaviviridae,1,Zika,4,Zika virus,,3332198459,10732,PX404501.1 MAG: Zika virus isolate ZIKV/human/HON/36ARB0053/2016 genomic sequence,data/refs/Flaviviridae/Zika/isolate_7.fasta,,7,2
Flaviviridae,1,Zika,4,Zika virus,,3332198457,10732,PX404500.1 MAG: Zika virus isolate ZIKV/human/HON/36ARB0050/2016 genomic sequence,data/refs/Flaviviridae/Zika/isolate_8.fasta,,8,3
Flaviviridae,1,Zika,4,Zika virus,,3332198359,10711,PX404475.1 MAG: Zika virus isolate ZIKV/human/HON/36ARB0068/2016 genomic sequence,data/refs/Flaviviridae/Zika/isolate_9.fasta,,9,4
Flaviviridae,1,West-Nile,5,West Nile virus,,158516887,11029,"NC_009942.1 West Nile virus lineage 1, complete genome",data/refs/Flaviviridae/West-Nile/isolate_0.fasta,,0,0
Flaviviridae,1,West-Nile,5,West Nile virus,,11528013,10962,"NC_001563.2 West Nile virus lineage 2, complete genome",data/refs/Flaviviridae/West-Nile/isolate_1.fasta,,1,1
Flaviviridae,1,West-Nile,5,West Nile virus,,3353263804,10781,"PZ437308.1 West Nile virus isolate WNV/USA/WAPHL-261540/2017 polyprotein (POLY) gene, complete cds",data/refs/Flaviviridae/West-Nile/isolate_2.fasta,,2,2
Flaviviridae,1,West-Nile,5,West Nile virus,,3353263802,10782,"PZ437307.1 West Nile virus isolate WNV/USA/WAPHL-539603/2017 polyprotein (POLY) gene, complete cds",data/refs/Flaviviridae/West-Nile/isolate_3.fasta,,3,3
Flaviviridae,1,West-Nile,5,West Nile virus,,3353263800,10685,"PZ437306.1 West Nile virus isolate WNV/USA/WAPHL-258489/2016 polyprotein (POLY) gene, partial cds",data/refs/Flaviviridae/West-Nile/isolate_4.fasta,,4,4
Flaviviridae,1,West-Nile,5,West Nile virus,,3353263798,10009,"PZ437305.1 West Nile virus isolate WNV/USA/WAPHL-881690/2016 polyprotein (POLY) gene, partial cds",data/refs/Flaviviridae/West-Nile/isolate_5.fasta,,5,0
Flaviviridae,1,West-Nile,5,West Nile virus,,3353263796,10810,"PZ437304.1 West Nile virus isolate WNV/USA/WAPHL-344577/2024 polyprotein (POLY) gene, complete cds",data/refs/Flaviviridae/West-Nile/isolate_6.fasta,,6,1
Flaviviridae,1,West-Nile,5,West Nile virus,,3332198430,10301,PX404496.1 MAG: West Nile virus isolate WNV/human/S000024444 genomic sequence,data/refs/Flaviviridae/West-Nile/isolate_7.fasta,,7,2
Flaviviridae,1,West-Nile,5,West Nile virus,,3332198428,10425,PX404495.1 MAG: West Nile virus isolate WNV/human/S000023990 genomic sequence,data/refs/Flaviviridae/West-Nile/isolate_8.fasta,,8,3
Flaviviridae,1,West-Nile,5,West Nile virus,,3101874170,11000,"PV693361.1 West Nile virus isolate W2024#238 polyprotein gene, complete cds",data/refs/Flaviviridae/West-Nile/isolate_9.fasta,,9,4
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,9627244,10862,"NC_002031.1 Yellow fever virus, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_0.fasta,,0,0
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,3137249312,10859,"PX766933.1 Yellow fever virus clone TYF5617, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_1.fasta,,1,1
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,3137249308,10859,"PX766931.1 Yellow fever virus clone TYF5683, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_2.fasta,,2,2
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,3137249306,10856,"PX766930.1 Yellow fever virus clone TYF5687b, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_3.fasta,,3,3
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,3137249304,10760,"PX766929.1 Yellow fever virus clone TYF5614, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_4.fasta,,4,4
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,3137249302,10861,"PX766928.1 Yellow fever virus clone TYF5687a, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_5.fasta,,5,0
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,3137249298,10860,"PX766926.1 Yellow fever virus clone TYF5689, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_6.fasta,,6,1
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,3137249296,10765,"PX766925.1 Yellow fever virus clone TYF5677, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_7.fasta,,7,2
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,3137249294,10862,"PX766924.1 Yellow fever virus clone TYF5573, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_8.fasta,,8,3
Flaviviridae,1,Yellow-Fever,6,Yellow fever virus,,3137249292,10640,"PX766923.1 Yellow fever virus clone TYF5627, complete genome",data/refs/Flaviviridae/Yellow-Fever/isolate_9.fasta,,9,4
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,9626460,10976,"NC_001437.1 Japanese encephalitis virus, genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_0.fasta,,0,0
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,3334434151,10973,"PZ123354.1 Japanese encephalitis virus strain JEV/ZZ/HN/2026, complete genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_1.fasta,,1,1
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,3302136722,10965,"PZ345904.1 Japanese encephalitis virus isolate Beijing/2020-1, complete genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_2.fasta,,2,2
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,3069044208,10846,"PX400461.1 Japanese encephalitis virus strain SD-2025, complete genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_3.fasta,,3,3
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,3005298641,10965,"PV804250.1 Japanese encephalitis virus strain YNYX-263, complete genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_4.fasta,,4,4
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,3005298639,10965,"PV804249.1 Japanese encephalitis virus strain YNYX-170, complete genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_5.fasta,,5,0
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,2986238368,10771,"PV666603.1 Japanese encephalitis virus strain VIDRL03/VIC/22, complete genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_6.fasta,,6,1
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,2986238366,10889,"PV666602.1 Japanese encephalitis virus strain P22-02806-13/QLD/22, complete genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_7.fasta,,7,2
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,2986238364,10894,"PV666601.1 Japanese encephalitis virus strain P22-02436-59/QLD/22, complete genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_8.fasta,,8,3
Flaviviridae,1,Japanese-Encephalitis,7,Japanese encephalitis virus,,2986238362,10793,"PV666600.1 Japanese encephalitis virus strain P22-02131-92/QLD/22, complete genome",data/refs/Flaviviridae/Japanese-Encephalitis/isolate_9.fasta,,9,4
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,10313991,18959,"NC_002549.1 Zaire ebolavirus isolate Ebola virus/H.sapiens-tc/COD/1976/Yambuku-Mayinga, complete genome",data/refs/Filoviridae/Ebola-Zaire/isolate_0.fasta,,0,0
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,3018473336,18582,"OZ276552.1 Zaire ebolavirus isolate Ebola virus/VECTOR/C.porcellus-lab/COD/1976/Mayinga_NML genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Zaire/isolate_1.fasta,,1,1
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,2695886235,18532,"OR084932.1 Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/COD/2020/Makanza-rdceqt009903, partial genome",data/refs/Filoviridae/Ebola-Zaire/isolate_2.fasta,,2,2
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,2695886225,18532,"OR084931.1 Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/COD/2020/Mbandaka-RDCEQT002143, partial genome",data/refs/Filoviridae/Ebola-Zaire/isolate_3.fasta,,3,3
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,2695886215,18922,"OR084930.1 Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/COD/2020/Mbandaka-RDCEQT003007, partial genome",data/refs/Filoviridae/Ebola-Zaire/isolate_4.fasta,,4,4
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,2695886205,18939,"OR084929.1 Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/COD/2020/Mbandaka-RDCEQT002148, partial genome",data/refs/Filoviridae/Ebola-Zaire/isolate_5.fasta,,5,0
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,2695886195,18927,"OR084928.1 Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/COD/2020/Mbandaka-RDCEQT000300, partial genome",data/refs/Filoviridae/Ebola-Zaire/isolate_6.fasta,,6,1
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,2695886185,18832,"OR084927.1 Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/COD/2020/Mbandaka-RDCEQT002171, partial genome",data/refs/Filoviridae/Ebola-Zaire/isolate_7.fasta,,7,2
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,2695886175,18832,"OR084926.1 Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/COD/2020/Bomongo-rdceqt002168, partial genome",data/refs/Filoviridae/Ebola-Zaire/isolate_8.fasta,,8,3
Filoviridae,2,Ebola-Zaire,0,Zaire ebolavirus,,2695886165,18532,"OR084925.1 Zaire ebolavirus isolate Ebolavirus/H.sapiens-wt/COD/2020/Mbandaka-RDCEQT002169, partial genome",data/refs/Filoviridae/Ebola-Zaire/isolate_9.fasta,,9,4
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,55770807,18875,"NC_006432.1 Sudan ebolavirus isolate Sudan virus/H.sapiens-tc/UGA/2000/Gulu-808892, complete genome",data/refs/Filoviridae/Ebola-Sudan/isolate_0.fasta,,0,0
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,2907546949,18875,"OZ222062.1 Sudan ebolavirus genome assembly, segment: main",data/refs/Filoviridae/Ebola-Sudan/isolate_1.fasta,,1,1
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,2471617124,18490,"OQ673069.1 Sudan ebolavirus isolate Ebolavirus/H.sapiens-wt/Uganda/2022/2022003012_C102, partial genome",data/refs/Filoviridae/Ebola-Sudan/isolate_2.fasta,,2,2
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,2471617114,18550,"OQ673068.1 Sudan ebolavirus isolate Ebolavirus/H.sapiens-wt/Uganda/2022/2022002974_C095, partial genome",data/refs/Filoviridae/Ebola-Sudan/isolate_3.fasta,,3,3
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,2471617104,18742,"OQ673067.1 Sudan ebolavirus isolate Ebolavirus/H.sapiens-wt/Uganda/2022/2022002286_C034, partial genome",data/refs/Filoviridae/Ebola-Sudan/isolate_4.fasta,,4,4
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,2471617094,18554,"OQ673066.1 Sudan ebolavirus isolate Ebolavirus/H.sapiens-wt/Uganda/2022/2022003226_C153, partial genome",data/refs/Filoviridae/Ebola-Sudan/isolate_5.fasta,,5,0
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,2471617084,18734,"OQ673065.1 Sudan ebolavirus isolate Ebolavirus/H.sapiens-wt/Uganda/2022/2022002362_C051, partial genome",data/refs/Filoviridae/Ebola-Sudan/isolate_6.fasta,,6,1
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,2471617074,18718,"OQ673064.1 Sudan ebolavirus isolate Ebolavirus/H.sapiens-wt/Uganda/2022/2022002423_C055, partial genome",data/refs/Filoviridae/Ebola-Sudan/isolate_7.fasta,,7,2
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,2471617064,18646,"OQ673063.1 Sudan ebolavirus isolate Ebolavirus/H.sapiens-wt/Uganda/2022/2022003030_C122, partial genome",data/refs/Filoviridae/Ebola-Sudan/isolate_8.fasta,,8,3
Filoviridae,2,Ebola-Sudan,1,Sudan ebolavirus,,2471617054,18791,"OQ673062.1 Sudan ebolavirus isolate Ebolavirus/H.sapiens-wt/Uganda/2022/2022002554_C064, partial genome",data/refs/Filoviridae/Ebola-Sudan/isolate_9.fasta,,9,4
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,302371213,18940,"NC_014373.1 Bundibugyo ebolavirus, complete genome",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_0.fasta,,0,0
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,3356549788,18805,"OZ492176.1 Bundibugyo virus isolate CL025633 genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_1.fasta,,1,1
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,3355493263,18805,"OZ491541.1 Bundibugyo virus isolate CL024202 genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_2.fasta,,2,2
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,3355493262,18874,"OZ491540.1 Bundibugyo virus isolate CL023421 genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_3.fasta,,3,3
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,3355493261,18805,"OZ491539.1 Bundibugyo virus isolate CL024153 genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_4.fasta,,4,4
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,3355493260,18805,"OZ491538.1 Bundibugyo virus isolate CL023974 genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_5.fasta,,5,0
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,3355493259,18805,"OZ491537.1 Bundibugyo virus isolate CL023828 genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_6.fasta,,6,1
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,3355493258,18805,"OZ491536.1 Bundibugyo virus isolate CL024040 genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_7.fasta,,7,2
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,3355493257,18890,"OZ491535.1 Bundibugyo virus isolate CL023559 genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_8.fasta,,8,3
Filoviridae,2,Ebola-Bundibugyo,2,Bundibugyo ebolavirus,,3355493256,18805,"OZ491534.1 Bundibugyo virus isolate CL024193 genome assembly, complete genome: monopartite",data/refs/Filoviridae/Ebola-Bundibugyo/isolate_9.fasta,,9,4
Filoviridae,2,Ebola-TaiForest,3,Tai Forest ebolavirus,,302315369,18935,"NC_014372.1 Tai Forest ebolavirus isolate Tai Forest virus/H.sapiens-tc/CIV/1994/Pauleoula-CI, complete genome",data/refs/Filoviridae/Ebola-TaiForest/isolate_0.fasta,,0,0
Filoviridae,2,Ebola-TaiForest,3,Tai Forest ebolavirus,,1390208409,18890,"MH121167.1 Tai Forest ebolavirus isolate Ebola virus/H.sapiens-tc/Cote d'Ivoire/1994/Tai Forest-R4371, complete genome",data/refs/Filoviridae/Ebola-TaiForest/isolate_1.fasta,,1,1
Filoviridae,2,Ebola-TaiForest,3,Tai Forest ebolavirus,,965570368,18935,"KU182910.1 Tai Forest ebolavirus isolate Tai Forest virus/H. sapiens-tc/CIV/1994/Tai Forest-CDC807212, complete genome",data/refs/Filoviridae/Ebola-TaiForest/isolate_2.fasta,,2,2
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,22789222,18891,"NC_004161.1 Reston ebolavirus isolate Reston virus/M.fascicularis-tc/USA/1989/Philippines89-Pennsylvania, complete genome",data/refs/Filoviridae/Ebola-Reston/isolate_0.fasta,,0,0
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,1891133965,18848,"MT796851.1 Reston ebolavirus isolate R08, complete genome",data/refs/Filoviridae/Ebola-Reston/isolate_1.fasta,,1,1
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,1500174716,18753,"MK088530.1 UNVERIFIED: Reston ebolavirus isolate Ebola virus/M.fascicularis/USA/1989/Reston-H28-R4387L, partial genome",data/refs/Filoviridae/Ebola-Reston/isolate_2.fasta,,2,2
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,1231294520,18890,"MF540571.1 Reston ebolavirus isolate DrpZ210BG, complete genome",data/refs/Filoviridae/Ebola-Reston/isolate_3.fasta,,3,3
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,1231294510,18889,"MF540570.1 Reston ebolavirus isolate DrpZ52BF, complete genome",data/refs/Filoviridae/Ebola-Reston/isolate_4.fasta,,4,4
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,1095459734,18891,"KY008770.1 Reston ebolavirus strain Reston virus/M.fascicularis-tc/USA/1989/Philippines89-AZ-1435, complete genome",data/refs/Filoviridae/Ebola-Reston/isolate_5.fasta,,5,0
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,1199302481,18879,"KY798012.1 Reston ebolavirus isolate PHL_A_2009_(813161), complete genome",data/refs/Filoviridae/Ebola-Reston/isolate_6.fasta,,6,1
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,1199302472,18868,"KY798011.1 Reston ebolavirus isolate PHL_A_2008_(811412), complete genome",data/refs/Filoviridae/Ebola-Reston/isolate_7.fasta,,7,2
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,1199302463,18879,"KY798010.1 Reston ebolavirus isolate PHL_A_2008_(811411), complete genome",data/refs/Filoviridae/Ebola-Reston/isolate_8.fasta,,8,3
Filoviridae,2,Ebola-Reston,4,Reston ebolavirus,,1199302454,18879,"KY798009.1 Reston ebolavirus isolate USA_TX_1996_(807334), complete genome",data/refs/Filoviridae/Ebola-Reston/isolate_9.fasta,,9,4
Filoviridae,2,Marburg,5,Marburg marburgvirus,,2972135382,19112,"NC_001608.4 Marburg virus - Musoke, Kenya, 1980, complete genome",data/refs/Filoviridae/Marburg/isolate_0.fasta,,0,0
Filoviridae,2,Marburg,5,Marburg marburgvirus,,678222041,19114,"NC_024781.1 Marburg marburgvirus isolate Ravn virus/H.sapiens-tc/KEN/1987/Kitum Cave-810040, complete genome",data/refs/Filoviridae/Marburg/isolate_1.fasta,,1,1
Filoviridae,2,Marburg,5,Marburg marburgvirus,,3062941051,19112,"PX278686.1 Orthomarburgvirus marburgense strain Marburg virus/H. sapiens-tc/KEN/Mt. Elgon-Musoke F3, complete genome",data/refs/Filoviridae/Marburg/isolate_2.fasta,,2,2
Filoviridae,2,Marburg,5,Marburg marburgvirus,,3062941043,19113,"PX278685.1 Orthomarburgvirus marburgense strain Marburg virus/H.sapien-tc/ANG/2004/Angola325, complete genome",data/refs/Filoviridae/Marburg/isolate_3.fasta,,3,3
Filoviridae,2,Marburg,5,Marburg marburgvirus,,777861532,19113,"KP985768.1 Marburg marburgvirus isolate Marburg virus/H. sapiens-tc/UGA/2014/Kampala-812601, complete genome",data/refs/Filoviridae/Marburg/isolate_4.fasta,,4,4
Filoviridae,2,Marburg,5,Marburg marburgvirus,,1124891100,19025,"KY047764.1 Orthomarburgvirus marburgense isolate Marburg virus/RML-IRF/M.auratus-lab/AGO/2005/Angola-368-HA, complete genome",data/refs/Filoviridae/Marburg/isolate_5.fasta,,5,0
Filoviridae,2,Marburg,5,Marburg marburgvirus,,1124891092,19115,"KY047763.1 Orthomarburgvirus marburgense isolate Marburg virus/H.sapiens-tc/AGO/2005/Angola-368, complete genome",data/refs/Filoviridae/Marburg/isolate_6.fasta,,6,1
Filoviridae,2,Marburg,5,Marburg marburgvirus,,824041319,19113,"KR867677.1 Marburg marburgvirus isolate Marburg virus/H.sapiens-tc/AGO/2005/Angola-200501379, complete genome",data/refs/Filoviridae/Marburg/isolate_7.fasta,,7,2
Filoviridae,2,Marburg,5,Marburg marburgvirus,,745793581,19113,"KP117261.1 Mutant Marburg marburgvirus strain recMARV-371bat, complete genome",data/refs/Filoviridae/Marburg/isolate_8.fasta,,8,3
Filoviridae,2,Marburg,5,Marburg marburgvirus,,745793573,19113,"KP117260.1 Mutant Marburg marburgvirus strain recMARV-371bat-294, complete genome",data/refs/Filoviridae/Marburg/isolate_9.fasta,,9,4
Filoviridae,2,Ravn,6,Marburg marburgvirus,Ravn,678222041,19114,"NC_024781.1 Marburg marburgvirus isolate Ravn virus/H.sapiens-tc/KEN/1987/Kitum Cave-810040, complete genome",data/refs/Filoviridae/Ravn/isolate_0.fasta,,0,0
Filoviridae,2,Ravn,6,Marburg marburgvirus,Ravn,961554850,19114,"KU179482.1 Orthomarburgvirus marburgense isolate Ravn virus/H. sapiens-tc/KEN/1987/Ravn-CDC811103, complete genome",data/refs/Filoviridae/Ravn/isolate_1.fasta,,1,1
Filoviridae,2,Ravn,6,Marburg marburgvirus,Ravn,187480768,19114,"EU500828.1 Lake Victoria marburgvirus - Ravn isolate R2, complete genome",data/refs/Filoviridae/Ravn/isolate_2.fasta,,2,2
Filoviridae,2,Ravn,6,Marburg marburgvirus,Ravn,187480760,19114,"EU500827.1 Lake Victoria marburgvirus - Ravn isolate R1, complete genome",data/refs/Filoviridae/Ravn/isolate_3.fasta,,3,3
Filoviridae,2,Ravn,6,Marburg marburgvirus,Ravn,187480752,19114,"EU500826.1 Lake Victoria marburgvirus - Ravn isolate R3, complete genome",data/refs/Filoviridae/Ravn/isolate_4.fasta,,4,4
Filoviridae,2,Ravn,6,Marburg marburgvirus,Ravn,151564206,19114,"EF446131.1 Lake Victoria marburgvirus - Ravn, complete genome",data/refs/Filoviridae/Ravn/isolate_5.fasta,,5,0
Filoviridae,2,Lloviu,7,Lloviu cuevavirus,,355469071,18927,"NC_016144.1 Lloviu cuevavirus isolate Lloviu virus/M.schreibersii-wt/ESP/2003/Asturias-Bat86, complete genome",data/refs/Filoviridae/Lloviu/isolate_0.fasta,,0,0
Filoviridae,2,Lloviu,7,Lloviu cuevavirus,,2526804629,19019,"OQ630505.1 Cuevavirus lloviuense isolate Hungary/2019/378, complete genome",data/refs/Filoviridae/Lloviu/isolate_1.fasta,,1,1
Filoviridae,2,Lloviu,7,Lloviu cuevavirus,,2431124949,18861,"ON186772.1 Lloviu cuevavirus isolate Italy/2021, complete genome",data/refs/Filoviridae/Lloviu/isolate_2.fasta,,2,2
Filoviridae,2,Lloviu,7,Lloviu cuevavirus,,2191911935,19019,"MZ541881.1 Lloviu cuevavirus isolate Hungary/2019/378, complete genome",data/refs/Filoviridae/Lloviu/isolate_3.fasta,,3,3
Filoviridae,2,Lloviu,7,Lloviu cuevavirus,,2191632850,18824,"MW775011.1 Lloviu cuevavirus strain LLOV_378 nucleoprotein, VP35, VP40, GP1, GP2, VP30, hypothetical protein, VP24, and RNA polymerase genes, complete cds",data/refs/Filoviridae/Lloviu/isolate_4.fasta,,4,4
Filoviridae,2,Lloviu,7,Lloviu cuevavirus,,2191632840,18824,"MW775010.1 Lloviu cuevavirus strain LLOV_378_parasite_1 nucleoprotein, VP35, VP40, GP1, GP2, VP30, hypothetical protein, VP24, and RNA polymerase genes, complete cds",data/refs/Filoviridae/Lloviu/isolate_5.fasta,,5,0
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,2719244372,3221,"LC784044.1 Hepatitis B virus genotype A HB-DB66 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_0.fasta,,0,0
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,2719244303,3221,"LC778006.1 Hepatitis B virus genotype A HB-DB103 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_1.fasta,,1,1
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,2719244297,3197,"LC778005.1 Hepatitis B virus genotype A HB-DB89 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_2.fasta,,2,2
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,2719244291,3221,"LC778004.1 Hepatitis B virus genotype A HB-DB76 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_3.fasta,,3,3
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,2546141133,3017,"LC773628.1 Hepatitis B virus genotype A SYMAV-D0237 DNA, nearly complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_4.fasta,,4,4
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,2546141125,3221,"LC773627.1 Hepatitis B virus genotype A SYMAV-D0236 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_5.fasta,,5,0
Hepadnaviridae,3,HBV-genotype-A,0,Hepatitis B virus,genotype A,2546141088,3221,"LC773620.1 Hepatitis B virus genotype A SYMAV-D0231 DNA, complete genome",data/refs/Hepadnaviridae/HBV-genotype-A/isolate_6.fasta,,6,1
