sample_id,family,family_idx,variant,variant_idx,replicate,r1_path,r2_path,split
Filoviridae__Marburg__rep4,Filoviridae,2,Marburg,5,4,data/reads/Filoviridae/Marburg/rep4_1.fq,data/reads/Filoviridae/Marburg/rep4_2.fq,val
Filoviridae__Marburg__rep5,Filoviridae,2,Marburg,5,5,data/reads/Filoviridae/Marburg/rep5_1.fq,data/reads/Filoviridae/Marburg/rep5_2.fq,test
Filoviridae__Ravn__rep0,Filoviridae,2,Ravn,6,0,data/reads/Filoviridae/Ravn/rep0_1.fq,data/reads/Filoviridae/Ravn/rep0_2.fq,train
Filoviridae__Ravn__rep1,Filoviridae,2,Ravn,6,1,data/reads/Filoviridae/Ravn/rep1_1.fq,data/reads/Filoviridae/Ravn/rep1_2.fq,train
Filoviridae__Ravn__rep2,Filoviridae,2,Ravn,6,2,data/reads/Filoviridae/Ravn/rep2_1.fq,data/reads/Filoviridae/Ravn/rep2_2.fq,train
Filoviridae__Ravn__rep3,Filoviridae,2,Ravn,6,3,data/reads/Filoviridae/Ravn/rep3_1.fq,data/reads/Filoviridae/Ravn/rep3_2.fq,train
Filoviridae__Ravn__rep4,Filoviridae,2,Ravn,6,4,data/reads/Filoviridae/Ravn/rep4_1.fq,data/reads/Filoviridae/Ravn/rep4_2.fq,val
Filoviridae__Ravn__rep5,Filoviridae,2,Ravn,6,5,data/reads/Filoviridae/Ravn/rep5_1.fq,data/reads/Filoviridae/Ravn/rep5_2.fq,test
Filoviridae__Lloviu__rep0,Filoviridae,2,Lloviu,7,0,data/reads/Filoviridae/Lloviu/rep0_1.fq,data/reads/Filoviridae/Lloviu/rep0_2.fq,train
Filoviridae__Lloviu__rep1,Filoviridae,2,Lloviu,7,1,data/reads/Filoviridae/Lloviu/rep1_1.fq,data/reads/Filoviridae/Lloviu/rep1_2.fq,train
Filoviridae__Lloviu__rep2,Filoviridae,2,Lloviu,7,2,data/reads/Filoviridae/Lloviu/rep2_1.fq,data/reads/Filoviridae/Lloviu/rep2_2.fq,train
Filoviridae__Lloviu__rep3,Filoviridae,2,Lloviu,7,3,data/reads/Filoviridae/Lloviu/rep3_1.fq,data/reads/Filoviridae/Lloviu/rep3_2.fq,train
Filoviridae__Lloviu__rep4,Filoviridae,2,Lloviu,7,4,data/reads/Filoviridae/Lloviu/rep4_1.fq,data/reads/Filoviridae/Lloviu/rep4_2.fq,val
Filoviridae__Lloviu__rep5,Filoviridae,2,Lloviu,7,5,data/reads/Filoviridae/Lloviu/rep5_1.fq,data/reads/Filoviridae/Lloviu/rep5_2.fq,test
Hepadnaviridae__HBV-genotype-A__rep0,Hepadnaviridae,3,HBV-genotype-A,0,0,data/reads/Hepadnaviridae/HBV-genotype-A/rep0_1.fq,data/reads/Hepadnaviridae/HBV-genotype-A/rep0_2.fq,train
Hepadnaviridae__HBV-genotype-A__rep1,Hepadnaviridae,3,HBV-genotype-A,0,1,data/reads/Hepadnaviridae/HBV-genotype-A/rep1_1.fq,data/reads/Hepadnaviridae/HBV-genotype-A/rep1_2.fq,train
Hepadnaviridae__HBV-genotype-A__rep2,Hepadnaviridae,3,HBV-genotype-A,0,2,data/reads/Hepadnaviridae/HBV-genotype-A/rep2_1.fq,data/reads/Hepadnaviridae/HBV-genotype-A/rep2_2.fq,train
Hepadnaviridae__HBV-genotype-A__rep3,Hepadnaviridae,3,HBV-genotype-A,0,3,data/reads/Hepadnaviridae/HBV-genotype-A/rep3_1.fq,data/reads/Hepadnaviridae/HBV-genotype-A/rep3_2.fq,train
Hepadnaviridae__HBV-genotype-A__rep4,Hepadnaviridae,3,HBV-genotype-A,0,4,data/reads/Hepadnaviridae/HBV-genotype-A/rep4_1.fq,data/reads/Hepadnaviridae/HBV-genotype-A/rep4_2.fq,val
Hepadnaviridae__HBV-genotype-A__rep5,Hepadnaviridae,3,HBV-genotype-A,0,5,data/reads/Hepadnaviridae/HBV-genotype-A/rep5_1.fq,data/reads/Hepadnaviridae/HBV-genotype-A/rep5_2.fq,test
Hepadnaviridae__HBV-genotype-B__rep0,Hepadnaviridae,3,HBV-genotype-B,1,0,data/reads/Hepadnaviridae/HBV-genotype-B/rep0_1.fq,data/reads/Hepadnaviridae/HBV-genotype-B/rep0_2.fq,train
Hepadnaviridae__HBV-genotype-B__rep1,Hepadnaviridae,3,HBV-genotype-B,1,1,data/reads/Hepadnaviridae/HBV-genotype-B/rep1_1.fq,data/reads/Hepadnaviridae/HBV-genotype-B/rep1_2.fq,train
Hepadnaviridae__HBV-genotype-B__rep2,Hepadnaviridae,3,HBV-genotype-B,1,2,data/reads/Hepadnaviridae/HBV-genotype-B/rep2_1.fq,data/reads/Hepadnaviridae/HBV-genotype-B/rep2_2.fq,train
Hepadnaviridae__HBV-genotype-B__rep3,Hepadnaviridae,3,HBV-genotype-B,1,3,data/reads/Hepadnaviridae/HBV-genotype-B/rep3_1.fq,data/reads/Hepadnaviridae/HBV-genotype-B/rep3_2.fq,train
Hepadnaviridae__HBV-genotype-B__rep4,Hepadnaviridae,3,HBV-genotype-B,1,4,data/reads/Hepadnaviridae/HBV-genotype-B/rep4_1.fq,data/reads/Hepadnaviridae/HBV-genotype-B/rep4_2.fq,val
Hepadnaviridae__HBV-genotype-B__rep5,Hepadnaviridae,3,HBV-genotype-B,1,5,data/reads/Hepadnaviridae/HBV-genotype-B/rep5_1.fq,data/reads/Hepadnaviridae/HBV-genotype-B/rep5_2.fq,test
Hepadnaviridae__HBV-genotype-C__rep0,Hepadnaviridae,3,HBV-genotype-C,2,0,data/reads/Hepadnaviridae/HBV-genotype-C/rep0_1.fq,data/reads/Hepadnaviridae/HBV-genotype-C/rep0_2.fq,train
Hepadnaviridae__HBV-genotype-C__rep1,Hepadnaviridae,3,HBV-genotype-C,2,1,data/reads/Hepadnaviridae/HBV-genotype-C/rep1_1.fq,data/reads/Hepadnaviridae/HBV-genotype-C/rep1_2.fq,train
Hepadnaviridae__HBV-genotype-C__rep2,Hepadnaviridae,3,HBV-genotype-C,2,2,data/reads/Hepadnaviridae/HBV-genotype-C/rep2_1.fq,data/reads/Hepadnaviridae/HBV-genotype-C/rep2_2.fq,train
Hepadnaviridae__HBV-genotype-C__rep3,Hepadnaviridae,3,HBV-genotype-C,2,3,data/reads/Hepadnaviridae/HBV-genotype-C/rep3_1.fq,data/reads/Hepadnaviridae/HBV-genotype-C/rep3_2.fq,train
Hepadnaviridae__HBV-genotype-C__rep4,Hepadnaviridae,3,HBV-genotype-C,2,4,data/reads/Hepadnaviridae/HBV-genotype-C/rep4_1.fq,data/reads/Hepadnaviridae/HBV-genotype-C/rep4_2.fq,val
Hepadnaviridae__HBV-genotype-C__rep5,Hepadnaviridae,3,HBV-genotype-C,2,5,data/reads/Hepadnaviridae/HBV-genotype-C/rep5_1.fq,data/reads/Hepadnaviridae/HBV-genotype-C/rep5_2.fq,test
Hepadnaviridae__HBV-genotype-D__rep0,Hepadnaviridae,3,HBV-genotype-D,3,0,data/reads/Hepadnaviridae/HBV-genotype-D/rep0_1.fq,data/reads/Hepadnaviridae/HBV-genotype-D/rep0_2.fq,train
Hepadnaviridae__HBV-genotype-D__rep1,Hepadnaviridae,3,HBV-genotype-D,3,1,data/reads/Hepadnaviridae/HBV-genotype-D/rep1_1.fq,data/reads/Hepadnaviridae/HBV-genotype-D/rep1_2.fq,train
Hepadnaviridae__HBV-genotype-D__rep2,Hepadnaviridae,3,HBV-genotype-D,3,2,data/reads/Hepadnaviridae/HBV-genotype-D/rep2_1.fq,data/reads/Hepadnaviridae/HBV-genotype-D/rep2_2.fq,train
Hepadnaviridae__HBV-genotype-D__rep3,Hepadnaviridae,3,HBV-genotype-D,3,3,data/reads/Hepadnaviridae/HBV-genotype-D/rep3_1.fq,data/reads/Hepadnaviridae/HBV-genotype-D/rep3_2.fq,train
Hepadnaviridae__HBV-genotype-D__rep4,Hepadnaviridae,3,HBV-genotype-D,3,4,data/reads/Hepadnaviridae/HBV-genotype-D/rep4_1.fq,data/reads/Hepadnaviridae/HBV-genotype-D/rep4_2.fq,val
Hepadnaviridae__HBV-genotype-D__rep5,Hepadnaviridae,3,HBV-genotype-D,3,5,data/reads/Hepadnaviridae/HBV-genotype-D/rep5_1.fq,data/reads/Hepadnaviridae/HBV-genotype-D/rep5_2.fq,test
Hepadnaviridae__HBV-genotype-E__rep0,Hepadnaviridae,3,HBV-genotype-E,4,0,data/reads/Hepadnaviridae/HBV-genotype-E/rep0_1.fq,data/reads/Hepadnaviridae/HBV-genotype-E/rep0_2.fq,train
Hepadnaviridae__HBV-genotype-E__rep1,Hepadnaviridae,3,HBV-genotype-E,4,1,data/reads/Hepadnaviridae/HBV-genotype-E/rep1_1.fq,data/reads/Hepadnaviridae/HBV-genotype-E/rep1_2.fq,train
Hepadnaviridae__HBV-genotype-E__rep2,Hepadnaviridae,3,HBV-genotype-E,4,2,data/reads/Hepadnaviridae/HBV-genotype-E/rep2_1.fq,data/reads/Hepadnaviridae/HBV-genotype-E/rep2_2.fq,train
Hepadnaviridae__HBV-genotype-E__rep3,Hepadnaviridae,3,HBV-genotype-E,4,3,data/reads/Hepadnaviridae/HBV-genotype-E/rep3_1.fq,data/reads/Hepadnaviridae/HBV-genotype-E/rep3_2.fq,train
Hepadnaviridae__HBV-genotype-E__rep4,Hepadnaviridae,3,HBV-genotype-E,4,4,data/reads/Hepadnaviridae/HBV-genotype-E/rep4_1.fq,data/reads/Hepadnaviridae/HBV-genotype-E/rep4_2.fq,val
Hepadnaviridae__HBV-genotype-E__rep5,Hepadnaviridae,3,HBV-genotype-E,4,5,data/reads/Hepadnaviridae/HBV-genotype-E/rep5_1.fq,data/reads/Hepadnaviridae/HBV-genotype-E/rep5_2.fq,test
Hepadnaviridae__HBV-genotype-F__rep0,Hepadnaviridae,3,HBV-genotype-F,5,0,data/reads/Hepadnaviridae/HBV-genotype-F/rep0_1.fq,data/reads/Hepadnaviridae/HBV-genotype-F/rep0_2.fq,train
Hepadnaviridae__HBV-genotype-F__rep1,Hepadnaviridae,3,HBV-genotype-F,5,1,data/reads/Hepadnaviridae/HBV-genotype-F/rep1_1.fq,data/reads/Hepadnaviridae/HBV-genotype-F/rep1_2.fq,train
Hepadnaviridae__HBV-genotype-F__rep2,Hepadnaviridae,3,HBV-genotype-F,5,2,data/reads/Hepadnaviridae/HBV-genotype-F/rep2_1.fq,data/reads/Hepadnaviridae/HBV-genotype-F/rep2_2.fq,train
Hepadnaviridae__HBV-genotype-F__rep3,Hepadnaviridae,3,HBV-genotype-F,5,3,data/reads/Hepadnaviridae/HBV-genotype-F/rep3_1.fq,data/reads/Hepadnaviridae/HBV-genotype-F/rep3_2.fq,train
Hepadnaviridae__HBV-genotype-F__rep4,Hepadnaviridae,3,HBV-genotype-F,5,4,data/reads/Hepadnaviridae/HBV-genotype-F/rep4_1.fq,data/reads/Hepadnaviridae/HBV-genotype-F/rep4_2.fq,val
Hepadnaviridae__HBV-genotype-F__rep5,Hepadnaviridae,3,HBV-genotype-F,5,5,data/reads/Hepadnaviridae/HBV-genotype-F/rep5_1.fq,data/reads/Hepadnaviridae/HBV-genotype-F/rep5_2.fq,test
Hepadnaviridae__HBV-genotype-G__rep0,Hepadnaviridae,3,HBV-genotype-G,6,0,data/reads/Hepadnaviridae/HBV-genotype-G/rep0_1.fq,data/reads/Hepadnaviridae/HBV-genotype-G/rep0_2.fq,train
Hepadnaviridae__HBV-genotype-G__rep1,Hepadnaviridae,3,HBV-genotype-G,6,1,data/reads/Hepadnaviridae/HBV-genotype-G/rep1_1.fq,data/reads/Hepadnaviridae/HBV-genotype-G/rep1_2.fq,train
Hepadnaviridae__HBV-genotype-G__rep2,Hepadnaviridae,3,HBV-genotype-G,6,2,data/reads/Hepadnaviridae/HBV-genotype-G/rep2_1.fq,data/reads/Hepadnaviridae/HBV-genotype-G/rep2_2.fq,train
Hepadnaviridae__HBV-genotype-G__rep3,Hepadnaviridae,3,HBV-genotype-G,6,3,data/reads/Hepadnaviridae/HBV-genotype-G/rep3_1.fq,data/reads/Hepadnaviridae/HBV-genotype-G/rep3_2.fq,train
Hepadnaviridae__HBV-genotype-G__rep4,Hepadnaviridae,3,HBV-genotype-G,6,4,data/reads/Hepadnaviridae/HBV-genotype-G/rep4_1.fq,data/reads/Hepadnaviridae/HBV-genotype-G/rep4_2.fq,val
Hepadnaviridae__HBV-genotype-G__rep5,Hepadnaviridae,3,HBV-genotype-G,6,5,data/reads/Hepadnaviridae/HBV-genotype-G/rep5_1.fq,data/reads/Hepadnaviridae/HBV-genotype-G/rep5_2.fq,test
Hepadnaviridae__HBV-genotype-H__rep0,Hepadnaviridae,3,HBV-genotype-H,7,0,data/reads/Hepadnaviridae/HBV-genotype-H/rep0_1.fq,data/reads/Hepadnaviridae/HBV-genotype-H/rep0_2.fq,train
Hepadnaviridae__HBV-genotype-H__rep1,Hepadnaviridae,3,HBV-genotype-H,7,1,data/reads/Hepadnaviridae/HBV-genotype-H/rep1_1.fq,data/reads/Hepadnaviridae/HBV-genotype-H/rep1_2.fq,train
Hepadnaviridae__HBV-genotype-H__rep2,Hepadnaviridae,3,HBV-genotype-H,7,2,data/reads/Hepadnaviridae/HBV-genotype-H/rep2_1.fq,data/reads/Hepadnaviridae/HBV-genotype-H/rep2_2.fq,train
Hepadnaviridae__HBV-genotype-H__rep3,Hepadnaviridae,3,HBV-genotype-H,7,3,data/reads/Hepadnaviridae/HBV-genotype-H/rep3_1.fq,data/reads/Hepadnaviridae/HBV-genotype-H/rep3_2.fq,train
Hepadnaviridae__HBV-genotype-H__rep4,Hepadnaviridae,3,HBV-genotype-H,7,4,data/reads/Hepadnaviridae/HBV-genotype-H/rep4_1.fq,data/reads/Hepadnaviridae/HBV-genotype-H/rep4_2.fq,val
Hepadnaviridae__HBV-genotype-H__rep5,Hepadnaviridae,3,HBV-genotype-H,7,5,data/reads/Hepadnaviridae/HBV-genotype-H/rep5_1.fq,data/reads/Hepadnaviridae/HBV-genotype-H/rep5_2.fq,test
Retroviridae__HIV-1-subtype-A__rep0,Retroviridae,4,HIV-1-subtype-A,0,0,data/reads/Retroviridae/HIV-1-subtype-A/rep0_1.fq,data/reads/Retroviridae/HIV-1-subtype-A/rep0_2.fq,train
Retroviridae__HIV-1-subtype-A__rep1,Retroviridae,4,HIV-1-subtype-A,0,1,data/reads/Retroviridae/HIV-1-subtype-A/rep1_1.fq,data/reads/Retroviridae/HIV-1-subtype-A/rep1_2.fq,train
Retroviridae__HIV-1-subtype-A__rep2,Retroviridae,4,HIV-1-subtype-A,0,2,data/reads/Retroviridae/HIV-1-subtype-A/rep2_1.fq,data/reads/Retroviridae/HIV-1-subtype-A/rep2_2.fq,train
Retroviridae__HIV-1-subtype-A__rep3,Retroviridae,4,HIV-1-subtype-A,0,3,data/reads/Retroviridae/HIV-1-subtype-A/rep3_1.fq,data/reads/Retroviridae/HIV-1-subtype-A/rep3_2.fq,train
Retroviridae__HIV-1-subtype-A__rep4,Retroviridae,4,HIV-1-subtype-A,0,4,data/reads/Retroviridae/HIV-1-subtype-A/rep4_1.fq,data/reads/Retroviridae/HIV-1-subtype-A/rep4_2.fq,val
Retroviridae__HIV-1-subtype-A__rep5,Retroviridae,4,HIV-1-subtype-A,0,5,data/reads/Retroviridae/HIV-1-subtype-A/rep5_1.fq,data/reads/Retroviridae/HIV-1-subtype-A/rep5_2.fq,test
Retroviridae__HIV-1-subtype-B__rep0,Retroviridae,4,HIV-1-subtype-B,1,0,data/reads/Retroviridae/HIV-1-subtype-B/rep0_1.fq,data/reads/Retroviridae/HIV-1-subtype-B/rep0_2.fq,train
Retroviridae__HIV-1-subtype-B__rep1,Retroviridae,4,HIV-1-subtype-B,1,1,data/reads/Retroviridae/HIV-1-subtype-B/rep1_1.fq,data/reads/Retroviridae/HIV-1-subtype-B/rep1_2.fq,train
Retroviridae__HIV-1-subtype-B__rep2,Retroviridae,4,HIV-1-subtype-B,1,2,data/reads/Retroviridae/HIV-1-subtype-B/rep2_1.fq,data/reads/Retroviridae/HIV-1-subtype-B/rep2_2.fq,train
Retroviridae__HIV-1-subtype-B__rep3,Retroviridae,4,HIV-1-subtype-B,1,3,data/reads/Retroviridae/HIV-1-subtype-B/rep3_1.fq,data/reads/Retroviridae/HIV-1-subtype-B/rep3_2.fq,train
Retroviridae__HIV-1-subtype-B__rep4,Retroviridae,4,HIV-1-subtype-B,1,4,data/reads/Retroviridae/HIV-1-subtype-B/rep4_1.fq,data/reads/Retroviridae/HIV-1-subtype-B/rep4_2.fq,val
Retroviridae__HIV-1-subtype-B__rep5,Retroviridae,4,HIV-1-subtype-B,1,5,data/reads/Retroviridae/HIV-1-subtype-B/rep5_1.fq,data/reads/Retroviridae/HIV-1-subtype-B/rep5_2.fq,test
Retroviridae__HIV-1-subtype-C__rep0,Retroviridae,4,HIV-1-subtype-C,2,0,data/reads/Retroviridae/HIV-1-subtype-C/rep0_1.fq,data/reads/Retroviridae/HIV-1-subtype-C/rep0_2.fq,train
Retroviridae__HIV-1-subtype-C__rep1,Retroviridae,4,HIV-1-subtype-C,2,1,data/reads/Retroviridae/HIV-1-subtype-C/rep1_1.fq,data/reads/Retroviridae/HIV-1-subtype-C/rep1_2.fq,train
Retroviridae__HIV-1-subtype-C__rep2,Retroviridae,4,HIV-1-subtype-C,2,2,data/reads/Retroviridae/HIV-1-subtype-C/rep2_1.fq,data/reads/Retroviridae/HIV-1-subtype-C/rep2_2.fq,train
Retroviridae__HIV-1-subtype-C__rep3,Retroviridae,4,HIV-1-subtype-C,2,3,data/reads/Retroviridae/HIV-1-subtype-C/rep3_1.fq,data/reads/Retroviridae/HIV-1-subtype-C/rep3_2.fq,train
Retroviridae__HIV-1-subtype-C__rep4,Retroviridae,4,HIV-1-subtype-C,2,4,data/reads/Retroviridae/HIV-1-subtype-C/rep4_1.fq,data/reads/Retroviridae/HIV-1-subtype-C/rep4_2.fq,val
Retroviridae__HIV-1-subtype-C__rep5,Retroviridae,4,HIV-1-subtype-C,2,5,data/reads/Retroviridae/HIV-1-subtype-C/rep5_1.fq,data/reads/Retroviridae/HIV-1-subtype-C/rep5_2.fq,test
Retroviridae__HIV-1-subtype-D__rep0,Retroviridae,4,HIV-1-subtype-D,3,0,data/reads/Retroviridae/HIV-1-subtype-D/rep0_1.fq,data/reads/Retroviridae/HIV-1-subtype-D/rep0_2.fq,train
Retroviridae__HIV-1-subtype-D__rep1,Retroviridae,4,HIV-1-subtype-D,3,1,data/reads/Retroviridae/HIV-1-subtype-D/rep1_1.fq,data/reads/Retroviridae/HIV-1-subtype-D/rep1_2.fq,train
Retroviridae__HIV-1-subtype-D__rep2,Retroviridae,4,HIV-1-subtype-D,3,2,data/reads/Retroviridae/HIV-1-subtype-D/rep2_1.fq,data/reads/Retroviridae/HIV-1-subtype-D/rep2_2.fq,train
Retroviridae__HIV-1-subtype-D__rep3,Retroviridae,4,HIV-1-subtype-D,3,3,data/reads/Retroviridae/HIV-1-subtype-D/rep3_1.fq,data/reads/Retroviridae/HIV-1-subtype-D/rep3_2.fq,train
Retroviridae__HIV-1-subtype-D__rep4,Retroviridae,4,HIV-1-subtype-D,3,4,data/reads/Retroviridae/HIV-1-subtype-D/rep4_1.fq,data/reads/Retroviridae/HIV-1-subtype-D/rep4_2.fq,val
Retroviridae__HIV-1-subtype-D__rep5,Retroviridae,4,HIV-1-subtype-D,3,5,data/reads/Retroviridae/HIV-1-subtype-D/rep5_1.fq,data/reads/Retroviridae/HIV-1-subtype-D/rep5_2.fq,test
Retroviridae__HIV-1-subtype-F__rep0,Retroviridae,4,HIV-1-subtype-F,4,0,data/reads/Retroviridae/HIV-1-subtype-F/rep0_1.fq,data/reads/Retroviridae/HIV-1-subtype-F/rep0_2.fq,train
Retroviridae__HIV-1-subtype-F__rep1,Retroviridae,4,HIV-1-subtype-F,4,1,data/reads/Retroviridae/HIV-1-subtype-F/rep1_1.fq,data/reads/Retroviridae/HIV-1-subtype-F/rep1_2.fq,train
Retroviridae__HIV-1-subtype-F__rep2,Retroviridae,4,HIV-1-subtype-F,4,2,data/reads/Retroviridae/HIV-1-subtype-F/rep2_1.fq,data/reads/Retroviridae/HIV-1-subtype-F/rep2_2.fq,train
Retroviridae__HIV-1-subtype-F__rep3,Retroviridae,4,HIV-1-subtype-F,4,3,data/reads/Retroviridae/HIV-1-subtype-F/rep3_1.fq,data/reads/Retroviridae/HIV-1-subtype-F/rep3_2.fq,train
Retroviridae__HIV-1-subtype-F__rep4,Retroviridae,4,HIV-1-subtype-F,4,4,data/reads/Retroviridae/HIV-1-subtype-F/rep4_1.fq,data/reads/Retroviridae/HIV-1-subtype-F/rep4_2.fq,val
Retroviridae__HIV-1-subtype-F__rep5,Retroviridae,4,HIV-1-subtype-F,4,5,data/reads/Retroviridae/HIV-1-subtype-F/rep5_1.fq,data/reads/Retroviridae/HIV-1-subtype-F/rep5_2.fq,test
Retroviridae__HIV-1-subtype-G__rep0,Retroviridae,4,HIV-1-subtype-G,5,0,data/reads/Retroviridae/HIV-1-subtype-G/rep0_1.fq,data/reads/Retroviridae/HIV-1-subtype-G/rep0_2.fq,train
Retroviridae__HIV-1-subtype-G__rep1,Retroviridae,4,HIV-1-subtype-G,5,1,data/reads/Retroviridae/HIV-1-subtype-G/rep1_1.fq,data/reads/Retroviridae/HIV-1-subtype-G/rep1_2.fq,train
Retroviridae__HIV-1-subtype-G__rep2,Retroviridae,4,HIV-1-subtype-G,5,2,data/reads/Retroviridae/HIV-1-subtype-G/rep2_1.fq,data/reads/Retroviridae/HIV-1-subtype-G/rep2_2.fq,train
Retroviridae__HIV-1-subtype-G__rep3,Retroviridae,4,HIV-1-subtype-G,5,3,data/reads/Retroviridae/HIV-1-subtype-G/rep3_1.fq,data/reads/Retroviridae/HIV-1-subtype-G/rep3_2.fq,train
Retroviridae__HIV-1-subtype-G__rep4,Retroviridae,4,HIV-1-subtype-G,5,4,data/reads/Retroviridae/HIV-1-subtype-G/rep4_1.fq,data/reads/Retroviridae/HIV-1-subtype-G/rep4_2.fq,val
Retroviridae__HIV-1-subtype-G__rep5,Retroviridae,4,HIV-1-subtype-G,5,5,data/reads/Retroviridae/HIV-1-subtype-G/rep5_1.fq,data/reads/Retroviridae/HIV-1-subtype-G/rep5_2.fq,test
Retroviridae__HIV-1-subtype-H__rep0,Retroviridae,4,HIV-1-subtype-H,6,0,data/reads/Retroviridae/HIV-1-subtype-H/rep0_1.fq,data/reads/Retroviridae/HIV-1-subtype-H/rep0_2.fq,train
Retroviridae__HIV-1-subtype-H__rep1,Retroviridae,4,HIV-1-subtype-H,6,1,data/reads/Retroviridae/HIV-1-subtype-H/rep1_1.fq,data/reads/Retroviridae/HIV-1-subtype-H/rep1_2.fq,train
Retroviridae__HIV-1-subtype-H__rep2,Retroviridae,4,HIV-1-subtype-H,6,2,data/reads/Retroviridae/HIV-1-subtype-H/rep2_1.fq,data/reads/Retroviridae/HIV-1-subtype-H/rep2_2.fq,train
Retroviridae__HIV-1-subtype-H__rep3,Retroviridae,4,HIV-1-subtype-H,6,3,data/reads/Retroviridae/HIV-1-subtype-H/rep3_1.fq,data/reads/Retroviridae/HIV-1-subtype-H/rep3_2.fq,train
Retroviridae__HIV-1-subtype-H__rep4,Retroviridae,4,HIV-1-subtype-H,6,4,data/reads/Retroviridae/HIV-1-subtype-H/rep4_1.fq,data/reads/Retroviridae/HIV-1-subtype-H/rep4_2.fq,val
Retroviridae__HIV-1-subtype-H__rep5,Retroviridae,4,HIV-1-subtype-H,6,5,data/reads/Retroviridae/HIV-1-subtype-H/rep5_1.fq,data/reads/Retroviridae/HIV-1-subtype-H/rep5_2.fq,test
Retroviridae__HIV-2__rep0,Retroviridae,4,HIV-2,7,0,data/reads/Retroviridae/HIV-2/rep0_1.fq,data/reads/Retroviridae/HIV-2/rep0_2.fq,train
Retroviridae__HIV-2__rep1,Retroviridae,4,HIV-2,7,1,data/reads/Retroviridae/HIV-2/rep1_1.fq,data/reads/Retroviridae/HIV-2/rep1_2.fq,train
Retroviridae__HIV-2__rep2,Retroviridae,4,HIV-2,7,2,data/reads/Retroviridae/HIV-2/rep2_1.fq,data/reads/Retroviridae/HIV-2/rep2_2.fq,train
Retroviridae__HIV-2__rep3,Retroviridae,4,HIV-2,7,3,data/reads/Retroviridae/HIV-2/rep3_1.fq,data/reads/Retroviridae/HIV-2/rep3_2.fq,train
Retroviridae__HIV-2__rep4,Retroviridae,4,HIV-2,7,4,data/reads/Retroviridae/HIV-2/rep4_1.fq,data/reads/Retroviridae/HIV-2/rep4_2.fq,val
Retroviridae__HIV-2__rep5,Retroviridae,4,HIV-2,7,5,data/reads/Retroviridae/HIV-2/rep5_1.fq,data/reads/Retroviridae/HIV-2/rep5_2.fq,test
Herpesviridae__HSV-1__rep0,Herpesviridae,5,HSV-1,0,0,data/reads/Herpesviridae/HSV-1/rep0_1.fq,data/reads/Herpesviridae/HSV-1/rep0_2.fq,train
Herpesviridae__HSV-1__rep1,Herpesviridae,5,HSV-1,0,1,data/reads/Herpesviridae/HSV-1/rep1_1.fq,data/reads/Herpesviridae/HSV-1/rep1_2.fq,train
Herpesviridae__HSV-1__rep2,Herpesviridae,5,HSV-1,0,2,data/reads/Herpesviridae/HSV-1/rep2_1.fq,data/reads/Herpesviridae/HSV-1/rep2_2.fq,train
Herpesviridae__HSV-1__rep3,Herpesviridae,5,HSV-1,0,3,data/reads/Herpesviridae/HSV-1/rep3_1.fq,data/reads/Herpesviridae/HSV-1/rep3_2.fq,train
Herpesviridae__HSV-1__rep4,Herpesviridae,5,HSV-1,0,4,data/reads/Herpesviridae/HSV-1/rep4_1.fq,data/reads/Herpesviridae/HSV-1/rep4_2.fq,val
Herpesviridae__HSV-1__rep5,Herpesviridae,5,HSV-1,0,5,data/reads/Herpesviridae/HSV-1/rep5_1.fq,data/reads/Herpesviridae/HSV-1/rep5_2.fq,test
Herpesviridae__HSV-2__rep0,Herpesviridae,5,HSV-2,1,0,data/reads/Herpesviridae/HSV-2/rep0_1.fq,data/reads/Herpesviridae/HSV-2/rep0_2.fq,train
Herpesviridae__HSV-2__rep1,Herpesviridae,5,HSV-2,1,1,data/reads/Herpesviridae/HSV-2/rep1_1.fq,data/reads/Herpesviridae/HSV-2/rep1_2.fq,train
Herpesviridae__HSV-2__rep2,Herpesviridae,5,HSV-2,1,2,data/reads/Herpesviridae/HSV-2/rep2_1.fq,data/reads/Herpesviridae/HSV-2/rep2_2.fq,train
Herpesviridae__HSV-2__rep3,Herpesviridae,5,HSV-2,1,3,data/reads/Herpesviridae/HSV-2/rep3_1.fq,data/reads/Herpesviridae/HSV-2/rep3_2.fq,train
Herpesviridae__HSV-2__rep4,Herpesviridae,5,HSV-2,1,4,data/reads/Herpesviridae/HSV-2/rep4_1.fq,data/reads/Herpesviridae/HSV-2/rep4_2.fq,val
Herpesviridae__HSV-2__rep5,Herpesviridae,5,HSV-2,1,5,data/reads/Herpesviridae/HSV-2/rep5_1.fq,data/reads/Herpesviridae/HSV-2/rep5_2.fq,test
Herpesviridae__VZV__rep0,Herpesviridae,5,VZV,2,0,data/reads/Herpesviridae/VZV/rep0_1.fq,data/reads/Herpesviridae/VZV/rep0_2.fq,train
Herpesviridae__VZV__rep1,Herpesviridae,5,VZV,2,1,data/reads/Herpesviridae/VZV/rep1_1.fq,data/reads/Herpesviridae/VZV/rep1_2.fq,train
Herpesviridae__VZV__rep2,Herpesviridae,5,VZV,2,2,data/reads/Herpesviridae/VZV/rep2_1.fq,data/reads/Herpesviridae/VZV/rep2_2.fq,train
Herpesviridae__VZV__rep3,Herpesviridae,5,VZV,2,3,data/reads/Herpesviridae/VZV/rep3_1.fq,data/reads/Herpesviridae/VZV/rep3_2.fq,train
